country_short;website;fax_stg;group;name;twitter;url;country;image;email;group_short;facebook;party;id;fax_bxl;score
gb;;33388179404;Europe of Freedom and Direct Democracy Group;John Stuart AGNEW;;http://www.europarl.europa.eu/meps/en/96897/JOHN+STUART_AGNEW_home.html;United Kingdom;http://www.europarl.europa.eu/mepphoto/96897.jpg;johnstuart.agnew@europarl.europa.eu;efd;;United Kingdom Independence Party;96897;3222849404;0.1
bg;;33388179608;Group of the Alliance of Liberals and Democrats for Europe;Nedzhmi ALI;;http://www.europarl.europa.eu/meps/en/34250/NEDZHMI_ALI_home.html;Bulgaria;http://www.europarl.europa.eu/mepphoto/34250.jpg;nedzhmi.ali@europarl.europa.eu;aldeadle;;Movement for Rights and Freedoms;34250;3222849608;0.3
pt;;33388179435;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Francisco ASSIS;;http://www.europarl.europa.eu/meps/en/28307/FRANCISCO_ASSIS_home.html;Portugal;http://www.europarl.europa.eu/mepphoto/28307.jpg;francisco.assis@europarl.europa.eu;sd;;Partido Socialista;28307;3222849435;0.3
lu;http://www.georgesbach.eu/;33388179113;Group of the European People's Party (Christian Democrats);Georges BACH;;http://www.europarl.europa.eu/meps/en/97293/GEORGES_BACH_home.html;Luxembourg;http://www.europarl.europa.eu/mepphoto/97293.jpg;georges.bach@europarl.europa.eu;epp;https://www.facebook.com/georges.bach.5;Parti chrétien social luxembourgeois;97293;3222849113;0.8
hu;;33388179234;Non-attached Members;Zoltán BALCZÓ;;http://www.europarl.europa.eu/meps/en/96877/ZOLTAN_BALCZO_home.html;Hungary;http://www.europarl.europa.eu/mepphoto/96877.jpg;zoltan.balczo@europarl.europa.eu;ni;;Jobbik Magyarországért Mozgalom;96877;3222849234;0.1
bg;;33388179317;European Conservatives and Reformists Group;Nikolay BAREKOV;;http://www.europarl.europa.eu/meps/en/124871/NIKOLAY_BAREKOV_home.html;Bulgaria;http://www.europarl.europa.eu/mepphoto/124871.jpg;nikolay.barekov@europarl.europa.eu;ecr;;Bulgaria without Censorship;124871;3222849317;0.1
be;http://www.huguesbayet.be/;33388179791;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Hugues BAYET;;http://www.europarl.europa.eu/meps/en/125002/HUGUES_BAYET_home.html;Belgium;http://www.europarl.europa.eu/mepphoto/125002.jpg;hugues.bayet@europarl.europa.eu;sd;;Parti Socialiste;125002;3222849791;0.3
at;http://becker-europa.eu/;33388179288;Group of the European People's Party (Christian Democrats);Heinz K. BECKER;;http://www.europarl.europa.eu/meps/en/107041/HEINZ+K._BECKER_home.html;Austria;http://www.europarl.europa.eu/mepphoto/107041.jpg;heinzk.becker@europarl.europa.eu;epp;https://www.facebook.com/heinzkurtbecker;Österreichische Volkspartei;107041;3222849288;0.8
fr;;33388179295;Europe of Freedom and Direct Democracy Group;Joëlle BERGERON;;http://www.europarl.europa.eu/meps/en/124740/JOELLE_BERGERON_home.html;France;http://www.europarl.europa.eu/mepphoto/124740.jpg;joelle.bergeron@europarl.europa.eu;efd;;Sans étiquette;124740;3222849295;0.1
fr;http://bildemonteleurope.blogspot.fr/;33388179742;Non-attached Members;Dominique BILDE;;http://www.europarl.europa.eu/meps/en/124771/DOMINIQUE_BILDE_home.html;France;http://www.europarl.europa.eu/mepphoto/124771.jpg;dominique.bilde@europarl.europa.eu;ni;;Front national;124771;3222849742;0.1
it;http://www.marabizzotto.it;33388179729;Non-attached Members;Mara BIZZOTTO;;http://www.europarl.europa.eu/meps/en/97198/MARA_BIZZOTTO_home.html;Italy;http://www.europarl.europa.eu/mepphoto/97198.jpg;mara.bizzotto@europarl.europa.eu;ni;https://www.facebook.com/marabizzotto?ref=hl;Lega Nord;97198;3222849729;0.1
es;http://www.pepeblanco.es;33388179378;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;José BLANCO LÓPEZ;;http://www.europarl.europa.eu/meps/en/125044/JOSE_BLANCO+LOPEZ_home.html;Spain;http://www.europarl.europa.eu/mepphoto/125044.jpg;jose.blancolopez@europarl.europa.eu;sd;;Partido Socialista Obrero Español;125044;3222849378;0.3
lt;http://www.blinkeviciute.eu;33388179428;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Vilija BLINKEVI_I_T_;;http://www.europarl.europa.eu/meps/en/96681/VILIJA_BLINKEVICIUTE_home.html;Lithuania;http://www.europarl.europa.eu/mepphoto/96681.jpg;vilija.blinkeviciute@europarl.europa.eu;sd;;Lietuvos socialdemokrat_ partija;96681;3222849428;0.3
hu;;33388179829;Group of the European People's Party (Christian Democrats);Andrea BOCSKOR;;http://www.europarl.europa.eu/meps/en/124712/ANDREA_BOCSKOR_home.html;Hungary;http://www.europarl.europa.eu/mepphoto/124712.jpg;andrea.bocskor@europarl.europa.eu;epp;https://www.facebook.com/pages/Andrea-Bocskor-Nem-Rik%C3%A1rd%C3%B3/886132278093758#!/886132278093758/photos/a.886136701426649.1073741827.886132278093758/905823979457921/?type=1&theater;Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt;124712;3222849829;0.8
it;http://www.davidborrelli.net/;33388179194;Europe of Freedom and Direct Democracy Group;David BORRELLI;;http://www.europarl.europa.eu/meps/en/124796/DAVID_BORRELLI_home.html;Italy;http://www.europarl.europa.eu/mepphoto/124796.jpg;david.borrelli@europarl.europa.eu;efd;;Movimento 5 Stelle;124796;3222849194;0.1
ro;;33388179832;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Victor BO_TINARU;;http://www.europarl.europa.eu/meps/en/39711/VICTOR_BOSTINARU_home.html;Romania;http://www.europarl.europa.eu/mepphoto/39711.jpg;victor.bostinaru@europarl.europa.eu;sd;http://www.facebook.com/bostinaru;Partidul Social Democrat;39711;3222849832;0.3
gb;;33388179552;Europe of Freedom and Direct Democracy Group;Louise BOURS;;http://www.europarl.europa.eu/meps/en/124964/LOUISE_BOURS_home.html;United Kingdom;http://www.europarl.europa.eu/mepphoto/124964.jpg;louise.bours@europarl.europa.eu;efd;;United Kingdom Independence Party;124964;3222849552;0.1
fr;;33388179602;Non-attached Members;Marie-Christine BOUTONNET;;http://www.europarl.europa.eu/meps/en/124753/MARIE-CHRISTINE_BOUTONNET_home.html;France;http://www.europarl.europa.eu/mepphoto/124753.jpg;marie-christine.boutonnet@europarl.europa.eu;ni;;Front national;124753;3222849602;0.1
es;;33388179794;Group of the Alliance of Liberals and Democrats for Europe;Enrique CALVET CHAMBON;;http://www.europarl.europa.eu/meps/en/129407/ENRIQUE_CALVET+CHAMBON_home.html;Spain;http://www.europarl.europa.eu/mepphoto/129407.jpg;enrique.calvetchambon@europarl.europa.eu;aldeadle;;Unión, Progreso y Democracia;129407;3222849794;0.3
it;http://www.fabiomassimocastaldo.it/;33388179478;Europe of Freedom and Direct Democracy Group;Fabio Massimo CASTALDO;;http://www.europarl.europa.eu/meps/en/124812/FABIO+MASSIMO_CASTALDO_home.html;Italy;http://www.europarl.europa.eu/mepphoto/124812.jpg;fabiomassimo.castaldo@europarl.europa.eu;efd;;Movimento 5 Stelle;124812;3222849478;0.1
cz;http://www.charanzova.cz/;33388179506;Group of the Alliance of Liberals and Democrats for Europe;Dita CHARANZOVÁ;;http://www.europarl.europa.eu/meps/en/124708/DITA_CHARANZOVA_home.html;Czech Republic;http://www.europarl.europa.eu/mepphoto/124708.jpg;dita.charanzova@europarl.europa.eu;aldeadle;;ANO 2011;124708;3222849506;0.3
cy;;33388179876;Group of the European People's Party (Christian Democrats);Lefteris CHRISTOFOROU;;http://www.europarl.europa.eu/meps/en/26837/LEFTERIS_CHRISTOFOROU_home.html;Cyprus;http://www.europarl.europa.eu/mepphoto/26837.jpg;lefteris.christoforou@europarl.europa.eu;epp;https://www.facebook.com/ChristoforouLefteris;Democratic Rally;26837;3222849876;0.8
gr;;33388179405;Confederal Group of the European United Left - Nordic Green Left;Kostas CHRYSOGONOS;;http://www.europarl.europa.eu/meps/en/125061/KOSTAS_CHRYSOGONOS_home.html;Greece;http://www.europarl.europa.eu/mepphoto/125061.jpg;kostas.chrysogonos@europarl.europa.eu;guengl;;Coalition of the Radical Left;125061;3222849405;0.2
de;http://www.collin-langen.eu;33388179826;Group of the European People's Party (Christian Democrats);Birgit COLLIN-LANGEN;;http://www.europarl.europa.eu/meps/en/112788/BIRGIT_COLLIN-LANGEN_home.html;Germany;http://www.europarl.europa.eu/mepphoto/112788.jpg;birgit.collin-langen@europarl.europa.eu;epp;https://www.facebook.com/BirgitCollinLangen;Christlich Demokratische Union Deutschlands;112788;3222849826;0.8
it;;33388179610;Europe of Freedom and Direct Democracy Group;Ignazio CORRAO;;http://www.europarl.europa.eu/meps/en/124856/IGNAZIO_CORRAO_home.html;Italy;http://www.europarl.europa.eu/mepphoto/124856.jpg;ignazio.corrao@europarl.europa.eu;efd;;Movimento 5 Stelle;124856;3222849610;0.1
it;http://www.silviacosta.it;33388179514;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Silvia COSTA;;http://www.europarl.europa.eu/meps/en/96917/SILVIA_COSTA_home.html;Italy;http://www.europarl.europa.eu/mepphoto/96917.jpg;silvia.costa@europarl.europa.eu;sd;http://www.facebook.com/SilviaCosta;Partito Democratico;96917;3222849514;0.3
de;http://www.michael-cramer.eu/;33388179779;Group of the Greens/European Free Alliance;Michael CRAMER;;http://www.europarl.europa.eu/meps/en/28238/MICHAEL_CRAMER_home.html;Germany;http://www.europarl.europa.eu/mepphoto/28238.jpg;michael.cramer@europarl.europa.eu;greensefa;;Bündnis 90/Die Grünen;28238;3222849779;0.1
ro;;33388179605;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Andi CRISTEA;;http://www.europarl.europa.eu/meps/en/40224/ANDI_CRISTEA_home.html;Romania;http://www.europarl.europa.eu/mepphoto/40224.jpg;andi.cristea@europarl.europa.eu;sd;;Partidul Social Democrat;40224;3222849605;0.3
ie;http://www.briancrowleymep.ie;33388179751;European Conservatives and Reformists Group;Brian CROWLEY;;http://www.europarl.europa.eu/meps/en/2109/BRIAN_CROWLEY_home.html;Ireland;http://www.europarl.europa.eu/mepphoto/2109.jpg;briancrowleymep@eircom.net;ecr;http://www.facebook.com/briancrowleymep;Fianna Fáil Party;2109;3222849751;0.1
gb;;33388179897;European Conservatives and Reformists Group;Daniel DALTON;;http://www.europarl.europa.eu/meps/en/35135/DANIEL_DALTON_home.html;United Kingdom;http://www.europarl.europa.eu/mepphoto/35135.jpg;daniel.dalton@europarl.europa.eu;ecr;;Conservative Party;35135;3222849897;0.1
ro;;33388179808;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Viorica D_NCIL_;;http://www.europarl.europa.eu/meps/en/95281/VIORICA_DANCILA_home.html;Romania;http://www.europarl.europa.eu/mepphoto/95281.jpg;vasilicaviorica.dancila@europarl.europa.eu;sd;http://www.facebook.com/people/Viorica-Dancila/100000989210848;Partidul Social Democrat;95281;3222849808;0.3
gb;;33388179735;Europe of Freedom and Direct Democracy Group;William (The Earl of) DARTMOUTH;;http://www.europarl.europa.eu/meps/en/96958/WILLIAM_%28THE+EARL+OF%29+DARTMOUTH_home.html;United Kingdom;http://www.europarl.europa.eu/mepphoto/96958.jpg;william.dartmouth@europarl.europa.eu;efd;;United Kingdom Independence Party;96958;3222849735;0.1
hu;;33388179360;Group of the European People's Party (Christian Democrats);Andor DELI;;http://www.europarl.europa.eu/meps/en/124714/ANDOR_DELI_home.html;Hungary;http://www.europarl.europa.eu/mepphoto/124714.jpg;andor.deli@europarl.europa.eu;epp;https://www.facebook.com/deliandor;Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt;124714;3222849360;0.8
lu;;33388179136;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Mady DELVAUX;;http://www.europarl.europa.eu/meps/en/124776/MADY_DELVAUX_home.html;Luxembourg;http://www.europarl.europa.eu/mepphoto/124776.jpg;mady.delvaux-stehres@europarl.europa.eu;sd;;Parti ouvrier socialiste luxembourgeois;124776;3222849136;0.3
de;http://fabiodemasi.de/;33388179667;Confederal Group of the European United Left - Nordic Green Left;Fabio DE MASI;;http://www.europarl.europa.eu/meps/en/124858/FABIO_DE+MASI_home.html;Germany;http://www.europarl.europa.eu/mepphoto/124858.jpg;fabio.demasi@europarl.europa.eu;guengl;;DIE LINKE.;124858;3222849667;0.2
be;http://www.gdeprez.be;33388179497;Group of the Alliance of Liberals and Democrats for Europe;Gérard DEPREZ;;http://www.europarl.europa.eu/meps/en/1473/GERARD_DEPREZ_home.html;Belgium;http://www.europarl.europa.eu/mepphoto/1473.jpg;gerard.deprez@europarl.europa.eu;aldeadle;;Mouvement Réformateur;1473;3222849497;0.3
ro;https://www.mirceadiaconu.eu;33388179823;Group of the Alliance of Liberals and Democrats for Europe;Mircea DIACONU;;http://www.europarl.europa.eu/meps/en/124805/MIRCEA_DIACONU_home.html;Romania;http://www.europarl.europa.eu/mepphoto/124805.jpg;mircea.diaconu@europarl.europa.eu;aldeadle;;Independent;124805;3222849823;0.3
es;;33388179624;Group of the European People's Party (Christian Democrats);Agustín DÍAZ DE MERA GARCÍA CONSUEGRA;;http://www.europarl.europa.eu/meps/en/28397/AGUSTIN_DIAZ+DE+MERA+GARCIA+CONSUEGRA_home.html;Spain;http://www.europarl.europa.eu/mepphoto/28397.jpg;agustin.diazdemera@europarl.europa.eu;epp;;Partido Popular;28397;3222849624;0.8
dk;;33388179721;European Conservatives and Reformists Group;Jørn DOHRMANN;;http://www.europarl.europa.eu/meps/en/124878/JORN_DOHRMANN_home.html;Denmark;http://www.europarl.europa.eu/mepphoto/124878.jpg;jorn.dohrmann@europarl.europa.eu;ecr;;Dansk Folkeparti;124878;3222849721;0.1
fr;;33388179241;Non-attached Members;Mireille D'ORNANO;;http://www.europarl.europa.eu/meps/en/124750/MIREILLE_D%27ORNANO_home.html;France;http://www.europarl.europa.eu/mepphoto/124750.jpg;mireille.dornano@europarl.europa.eu;ni;;Front national;124750;3222849241;0.1
bg;;33388179697;European Conservatives and Reformists Group;Angel DZHAMBAZKI;;http://www.europarl.europa.eu/meps/en/124873/ANGEL_DZHAMBAZKI_home.html;Bulgaria;http://www.europarl.europa.eu/mepphoto/124873.jpg;angel.dzhambazki@europarl.europa.eu;ecr;;VMRO;124873;3222849697;0.1
de;http://www.christian-ehler.de;33388179325;Group of the European People's Party (Christian Democrats);Christian EHLER;;http://www.europarl.europa.eu/meps/en/28226/CHRISTIAN_EHLER_home.html;Germany;http://www.europarl.europa.eu/mepphoto/28226.jpg;christian.ehler@europarl.europa.eu;epp;https://www.facebook.com/ehler;Christlich Demokratische Union Deutschlands;28226;3222849325;0.8
lu;http://www.frankengel.lu;33388179162;Group of the European People's Party (Christian Democrats);Frank ENGEL;;http://www.europarl.europa.eu/meps/en/96876/FRANK_ENGEL_home.html;Luxembourg;http://www.europarl.europa.eu/mepphoto/96876.jpg;frank.engel@europarl.europa.eu;epp;https://www.facebook.com/FrankEngel.eu;Parti chrétien social luxembourgeois;96876;3222849162;0.8
gr;;33388179641;Non-attached Members;Georgios EPITIDEIOS;;http://www.europarl.europa.eu/meps/en/125071/GEORGIOS_EPITIDEIOS_home.html;Greece;http://www.europarl.europa.eu/mepphoto/125071.jpg;georgios.epitideios@europarl.europa.eu;ni;;Popular Association – Golden Dawn;125071;3222849641;0.1
hu;;33388179716;Group of the European People's Party (Christian Democrats);Norbert ERD_S;;http://www.europarl.europa.eu/meps/en/124711/NORBERT_ERDOS_home.html;Hungary;http://www.europarl.europa.eu/mepphoto/124711.jpg;norbert.erdos@europarl.europa.eu;epp;https://www.facebook.com/erdos.norbert.77?fref=ts;Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt;124711;3222849716;0.8
se;;33388179752;Group of the Greens/European Free Alliance;Peter ERIKSSON;;http://www.europarl.europa.eu/meps/en/124937/PETER_ERIKSSON_home.html;Sweden;http://www.europarl.europa.eu/mepphoto/124937.jpg;peter.eriksson@europarl.europa.eu;greensefa;;Miljöpartiet de gröna;124937;3222849752;0.1
de;http://www.cornelia-ernst.de/;33388179660;Confederal Group of the European United Left - Nordic Green Left;Cornelia ERNST;;http://www.europarl.europa.eu/meps/en/96852/CORNELIA_ERNST_home.html;Germany;http://www.europarl.europa.eu/mepphoto/96852.jpg;cornelia.ernst@europarl.europa.eu;guengl;;DIE LINKE.;96852;3222849660;0.2
es;;33388179163;Group of the European People's Party (Christian Democrats);Rosa ESTARÀS FERRAGUT;;http://www.europarl.europa.eu/meps/en/96811/ROSA_ESTARAS+FERRAGUT_home.html;Spain;http://www.europarl.europa.eu/mepphoto/96811.jpg;rosa.estaras@europarl.europa.eu;epp;https://www.facebook.com/pages/Rosa-Estar%C3%A0s/103727279665741?rf=107996969233501;Partido Popular;96811;3222849163;0.8
pt;;33388179454;Group of the Alliance of Liberals and Democrats for Europe;José Inácio FARIA;;http://www.europarl.europa.eu/meps/en/125101/JOSE+INACIO_FARIA_home.html;Portugal;http://www.europarl.europa.eu/mepphoto/125101.jpg;joseinacio.faria@europarl.europa.eu;aldeadle;;Partido da Terra;125101;3222849454;0.3
fr;;33388179806;Non-attached Members;Edouard FERRAND;;http://www.europarl.europa.eu/meps/en/124767/EDOUARD_FERRAND_home.html;France;http://www.europarl.europa.eu/mepphoto/124767.jpg;edouard.ferrand@europarl.europa.eu;ni;;Front national;124767;3222849806;0.1
pt;;33388179651;Confederal Group of the European United Left - Nordic Green Left;João FERREIRA;;http://www.europarl.europa.eu/meps/en/96706/JOAO_FERREIRA_home.html;Portugal;http://www.europarl.europa.eu/mepphoto/96706.jpg;joao.ferreira@europarl.europa.eu;guengl;;Partido Comunista Português;96706;3222849651;0.2
sk;http://monikaflasikovabenova.sk/;33388179160;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Monika FLA_ÍKOVÁ BE_OVÁ;;http://www.europarl.europa.eu/meps/en/23868/MONIKA_FLASIKOVA+BENOVA_home.html;Slovakia;http://www.europarl.europa.eu/mepphoto/23868.jpg;monika.flasikovabenova@europarl.europa.eu;sd;https://www.facebook.com/pages/Monika-Fla%C5%A1%C3%ADkov%C3%A1-Be%C5%88ov%C3%A1/253595649968?sk=wall;SMER-Sociálna demokracia;23868;3222849160;0.3
de;http://www.karl-heinz-florenz.de;33388179320;Group of the European People's Party (Christian Democrats);Karl-Heinz FLORENZ;;http://www.europarl.europa.eu/meps/en/1038/KARL-HEINZ_FLORENZ_home.html;Germany;http://www.europarl.europa.eu/mepphoto/1038.jpg;karl-heinz.florenz@europarl.europa.eu;epp;http://www.facebook.com/KHFlorenz;Christlich Demokratische Union Deutschlands;1038;3222849320;0.8
it;http://www.eleonoraforenza.it/2014/;33388179715;Confederal Group of the European United Left - Nordic Green Left;Eleonora FORENZA;;http://www.europarl.europa.eu/meps/en/125193/ELEONORA_FORENZA_home.html;Italy;http://www.europarl.europa.eu/mepphoto/125193.jpg;eleonora.forenza@europarl.europa.eu;guengl;;Lista Tsipras-L'Altra Europa;125193;3222849715;0.2
pl;http://fotyga.pl;33388179356;European Conservatives and Reformists Group;Anna El_bieta FOTYGA;;http://www.europarl.europa.eu/meps/en/28353/ANNA+ELZBIETA_FOTYGA_home.html;Poland;http://www.europarl.europa.eu/mepphoto/28353.jpg;anna.fotyga@europarl.europa.eu;ecr;;Prawo i Sprawiedliwo__;28353;3222849356;0.1
gr;;33388179755;Non-attached Members;Lampros FOUNTOULIS;;http://www.europarl.europa.eu/meps/en/125070/LAMPROS_FOUNTOULIS_home.html;Greece;http://www.europarl.europa.eu/mepphoto/125070.jpg;lampros.fountoulis@europarl.europa.eu;ni;;Popular Association – Golden Dawn;125070;3222849755;0.1
ro;;33388179542;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Doru-Claudian FRUNZULIC_;;http://www.europarl.europa.eu/meps/en/124790/DORU-CLAUDIAN_FRUNZULICA_home.html;Romania;http://www.europarl.europa.eu/mepphoto/124790.jpg;doru.frunzulica@europarl.europa.eu;sd;;Uniunea Na_ional_ pentru Progresul României;124790;3222849542;0.3
hu;http://www.galkinga.hu/;33388179599;Group of the European People's Party (Christian Democrats);Kinga GÁL;;http://www.europarl.europa.eu/meps/en/28150/KINGA_GAL_home.html;Hungary;http://www.europarl.europa.eu/mepphoto/28150.jpg;kinga.gal@europarl.europa.eu;epp;https://www.facebook.com/pages/Kinga-G%C3%A1l/106073572756796;Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt;28150;3222849599;0.8
hu;http://www.pgi.hu/;33388179544;Group of the European People's Party (Christian Democrats);Ildikó GÁLL-PELCZ;;http://www.europarl.europa.eu/meps/en/102886/ILDIKO_GALL-PELCZ_home.html;Hungary;http://www.europarl.europa.eu/mepphoto/102886.jpg;ildiko.gall-pelcz@europarl.europa.eu;epp;https://www.facebook.com/ildiko.pelcz.gall;Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt;102886;3222849544;0.8
de;http://www.evelyne-gebhardt-fuer-europa.de;33388179466;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Evelyne GEBHARDT;;http://www.europarl.europa.eu/meps/en/1913/EVELYNE_GEBHARDT_home.html;Germany;http://www.europarl.europa.eu/mepphoto/1913.jpg;evelyne.gebhardt@europarl.europa.eu;sd;;Sozialdemokratische Partei Deutschlands;1913;3222849466;0.3
de;;33388179167;European Conservatives and Reformists Group;Arne GERICKE;;http://www.europarl.europa.eu/meps/en/124815/ARNE_GERICKE_home.html;Germany;http://www.europarl.europa.eu/mepphoto/124815.jpg;arne.gericke@europarl.europa.eu;ecr;;Familien-Partei Deutschlands;124815;3222849167;0.1
de;http://www.jens-gieseke.de/;33388179556;Group of the European People's Party (Christian Democrats);Jens GIESEKE;;http://www.europarl.europa.eu/meps/en/124807/JENS_GIESEKE_home.html;Germany;http://www.europarl.europa.eu/mepphoto/124807.jpg;jens.gieseke@europarl.europa.eu;epp;https://www.facebook.com/gieseke.europa;Christlich Demokratische Union Deutschlands;124807;3222849556;0.8
gr;;33388179773;Confederal Group of the European United Left - Nordic Green Left;Emmanouil GLEZOS;;http://www.europarl.europa.eu/meps/en/1654/EMMANOUIL_GLEZOS_home.html;Greece;http://www.europarl.europa.eu/mepphoto/1654.jpg;emmanouil.glezos@europarl.europa.eu;guengl;;Coalition of the Radical Left;1654;3222849773;0.2
gr;;33388179486;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Giorgos GRAMMATIKAKIS;;http://www.europarl.europa.eu/meps/en/125112/GIORGOS_GRAMMATIKAKIS_home.html;Greece;http://www.europarl.europa.eu/mepphoto/125112.jpg;giorgos.grammatikakis@europarl.europa.eu;sd;;The River;125112;3222849486;0.3
es;;33388179512;Group of the European People's Party (Christian Democrats);Luis de GRANDES PASCUAL;;http://www.europarl.europa.eu/meps/en/28393/LUIS_DE+GRANDES+PASCUAL_home.html;Spain;http://www.europarl.europa.eu/mepphoto/28393.jpg;luis.degrandespascual@europarl.europa.eu;epp;https://www.facebook.com/pages/Luis-de-Grandes-Pascual/106034406095179;Partido Popular;28393;3222849512;0.8
ro;;33388179526;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Maria GRAPINI;;http://www.europarl.europa.eu/meps/en/124785/MARIA_GRAPINI_home.html;Romania;http://www.europarl.europa.eu/mepphoto/124785.jpg;maria.grapini@europarl.europa.eu;sd;;Partidul Conservator;124785;3222849526;0.3
pl;http://www.marekgrobarczyk.pl;33388179864;European Conservatives and Reformists Group;Marek Józef GRÓBARCZYK;;http://www.europarl.europa.eu/meps/en/96790/MAREK+JOZEF_GROBARCZYK_home.html;Poland;http://www.europarl.europa.eu/mepphoto/96790.jpg;marekjozef.grobarczyk@europarl.europa.eu;ecr;https://www.facebook.com/pages/Marek-Gr%C3%B3barczyk/132693910101846;Prawo i Sprawiedliwo__;96790;3222849864;0.1
es;;33388179334;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Enrique GUERRERO SALOM;;http://www.europarl.europa.eu/meps/en/96768/ENRIQUE_GUERRERO+SALOM_home.html;Spain;http://www.europarl.europa.eu/mepphoto/96768.jpg;enrique.guerrerosalom@europarl.europa.eu;sd;;Partido Socialista Obrero Español;96768;3222849334;0.3
hu;http://gyurkandras.hu/;33388179727;Group of the European People's Party (Christian Democrats);András GYÜRK;;http://www.europarl.europa.eu/meps/en/23816/ANDRAS_GYURK_home.html;Hungary;http://www.europarl.europa.eu/mepphoto/23816.jpg;andras.gyurk@europarl.europa.eu;epp;https://www.facebook.com/pages/Andr%C3%A1s-Gy%C3%BCrk/132821326756328;Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt;23816;3222849727;0.8
es;http://estherherranz.blogspot.com/;33388179274;Group of the European People's Party (Christian Democrats);Esther HERRANZ GARCÍA;;http://www.europarl.europa.eu/meps/en/22418/ESTHER_HERRANZ+GARCIA_home.html;Spain;http://www.europarl.europa.eu/mepphoto/22418.jpg;esther.herranzgarcia@europarl.europa.eu;epp;https://www.facebook.com/esther.herranzgarcia;Partido Popular;22418;3222849274;0.8
pl;http://krzysztofhetman.pl/en/;33388179767;Group of the European People's Party (Christian Democrats);Krzysztof HETMAN;;http://www.europarl.europa.eu/meps/en/124895/KRZYSZTOF_HETMAN_home.html;Poland;http://www.europarl.europa.eu/mepphoto/124895.jpg;krzysztof.hetman@europarl.europa.eu;epp;https://www.facebook.com/krzysztof.hetman.10;Polskie Stronnictwo Ludowe;124895;3222849767;0.8
de;http://www.maria-heubuch.de;33388179335;Group of the Greens/European Free Alliance;Maria HEUBUCH;;http://www.europarl.europa.eu/meps/en/124848/MARIA_HEUBUCH_home.html;Germany;http://www.europarl.europa.eu/mepphoto/124848.jpg;maria.heubuch@europarl.europa.eu;greensefa;;Bündnis 90/Die Grünen;124848;3222849335;0.1
de;;33388179567;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Iris HOFFMANN;;http://www.europarl.europa.eu/meps/en/124841/IRIS_HOFFMANN_home.html;Germany;http://www.europarl.europa.eu/mepphoto/124841.jpg;iris.hoffmann@europarl.europa.eu;sd;;Sozialdemokratische Partei Deutschlands;124841;3222849567;0.3
hu;;33388179197;Group of the European People's Party (Christian Democrats);György HÖLVÉNYI;;http://www.europarl.europa.eu/meps/en/124715/GYORGY_HOLVENYI_home.html;Hungary;http://www.europarl.europa.eu/mepphoto/124715.jpg;gyorgy.holvenyi@europarl.europa.eu;epp;https://www.facebook.com/pages/Gy%C3%B6rgy-H%C3%B6lv%C3%A9nyi/863779193652531#;Kereszténydemokrata Néppárt;124715;3222849197;0.8
gb;;33388179561;Europe of Freedom and Direct Democracy Group;Mike HOOKEM;;http://www.europarl.europa.eu/meps/en/124957/MIKE_HOOKEM_home.html;United Kingdom;http://www.europarl.europa.eu/mepphoto/124957.jpg;mike.hookem@europarl.europa.eu;efd;;United Kingdom Independence Party;124957;3222849561;0.1
bg;http://www.dps.bg;33388179903;Group of the Alliance of Liberals and Democrats for Europe;Filiz HYUSMENOVA;;http://www.europarl.europa.eu/meps/en/34249/FILIZ_HYUSMENOVA_home.html;Bulgaria;http://www.europarl.europa.eu/mepphoto/34249.jpg;filizhakaeva.hyusmenova@europarl.europa.eu;aldeadle;http://www.facebook.com/filizhyusmenova;Movement for Rights and Freedoms;34249;3222849903;0.3
pl;;33388179577;Europe of Freedom and Direct Democracy Group;Robert Jaros_aw IWASZKIEWICZ;;http://www.europarl.europa.eu/meps/en/124886/ROBERT+JAROSLAW_IWASZKIEWICZ_home.html;Poland;http://www.europarl.europa.eu/mepphoto/124886.jpg;robertjaroslaw.iwaszkiewicz@europarl.europa.eu;efd;;Kongres Nowej Prawicy;124886;3222849577;0.1
